,sensor14,sensor3,sensor9,sensor7,sensor11,sensor21,sensor15,sensor12,sensor4,RUL
18299,8135.43,1577.86,9046.52,554.54,47.34,23.3282,8.3894,521.66,1405.37,80
18300,8140.98,1579.95,9052.68,554.13,47.22,23.4041,8.425,522.29,1395.81,79
18301,8136.73,1590.95,9049.52,553.73,47.41,23.3867,8.358,522.1,1401.33,78
18302,8133.08,1580.45,9043.13,553.5,47.35,23.4124,8.4376,521.51,1399.25,77
18303,8139.46,1579.86,9050.33,553.94,47.41,23.413,8.4569,522.1,1412.64,76
18304,8131.05,1589.81,9050.15,553.62,47.31,23.3669,8.4318,522.05,1399.43,75
18305,8132.26,1590.17,9059.07,553.79,47.41,23.3803,8.4198,521.71,1403.35,74
18306,8135.51,1581.69,9059.96,553.74,47.29,23.2425,8.4024,522.05,1398.67,73
18307,8134.39,1587.16,9058.65,553.9,47.32,23.2806,8.4319,521.6,1404.25,72
18308,8134.84,1583.99,9054.1,553.18,47.6,23.3462,8.4117,522.01,1405.97,71
18309,8134.93,1585.39,9054.57,553.98,47.39,23.2095,8.4064,521.42,1399.4,70
18310,8133.35,1585.62,9043.82,553.58,47.53,23.2779,8.3947,521.82,1400.34,69
18311,8133.51,1588.35,9067.24,553.98,47.45,23.2249,8.3852,521.5,1404.39,68
18312,8132.45,1585.73,9048.9,554.28,47.62,23.3476,8.4576,522.52,1404.79,67
18313,8136.57,1592.57,9056.12,553.56,47.46,23.4285,8.4175,521.98,1404.56,66
18314,8133.09,1593.21,9057.47,553.92,47.3,23.3383,8.4552,522.26,1404.5,65
18315,8131.46,1586.35,9050.18,554.08,47.29,23.4111,8.3917,521.97,1403.46,64
18316,8129.6,1584.08,9052.02,554.03,47.51,23.3728,8.4408,521.94,1399.36,63
18317,8139.82,1585.07,9051.69,552.95,47.39,23.2634,8.3943,521.33,1403.68,62
18318,8130.45,1585.17,9052.48,554.22,47.56,23.3508,8.4061,521.63,1408.8,61
18319,8136.08,1583.31,9057.25,554.13,47.33,23.3492,8.41,521.79,1415.2,60
18320,8134.65,1595.76,9060.79,552.82,47.33,23.2792,8.45,521.5,1407.07,59
18321,8131.88,1587.71,9059.59,553.59,47.58,23.3206,8.4128,521.27,1407.53,58
18322,8130.78,1591.06,9056.88,553.99,47.4,23.3764,8.4247,521.79,1414.76,57
18323,8135.16,1582.66,9052.85,554.35,47.57,23.3106,8.4487,522.46,1408.32,56
18324,8131.94,1585.87,9044.64,553.8,47.39,23.3959,8.4219,521.83,1397.45,55
18325,8132.09,1591.09,9053.44,553.99,47.44,23.2809,8.4266,521.79,1400.81,54
18326,8132.82,1588.48,9055.24,553.7,47.52,23.2612,8.4326,521.21,1405.43,53
18327,8132.06,1589.53,9050.13,553.32,47.5,23.4159,8.4374,521.44,1406.13,52
18328,8135.96,1589.92,9046.42,553.1,47.18,23.2361,8.4545,521.44,1404.3,51
18329,8138.19,1583.49,9054.37,553.37,47.48,23.3941,8.4399,521.32,1406.61,50
18330,8134.74,1587.01,9051.69,552.96,47.47,23.31,8.4222,521.16,1405.73,49
18331,8137.62,1582.62,9051.41,553.49,47.59,23.2623,8.4311,521.13,1415.06,48
18332,8131.23,1596.56,9048.76,553.36,47.51,23.2547,8.4319,521.59,1406.53,47
18333,8130.2,1586.34,9050.73,553.53,47.49,23.2631,8.4464,521.75,1409.45,46
18334,8131.04,1582.95,9044.89,553.59,47.5,23.4541,8.451,521.02,1406.44,45
18335,8124.81,1585.43,9056.83,554.28,47.57,23.2692,8.4318,520.75,1411.78,44
18336,8131.6,1584.94,9052.68,553.38,47.45,23.2853,8.4647,521.61,1401.74,43
18337,8136.97,1593.94,9056.33,552.94,47.52,23.2492,8.4622,521.01,1405.98,42
18338,8129.48,1591.1,9053.73,553.57,47.52,23.2765,8.4438,521.86,1407.6,41
18339,8128.76,1591.16,9050.01,553.14,47.64,23.2862,8.4594,521.29,1407.1,40
18340,8126.44,1582.97,9044.5,553.76,47.56,23.3268,8.4443,521.45,1413.08,39
18341,8129.61,1590.98,9054.78,552.82,47.7,23.2287,8.4557,521.0,1403.74,38
18342,8131.52,1598.13,9054.15,554.02,47.58,23.2715,8.4777,521.51,1408.12,37
18343,8128.83,1592.9,9042.39,553.58,47.4,23.2855,8.4669,520.99,1409.57,36
18344,8127.93,1591.07,9046.09,552.8,47.67,23.2515,8.4786,521.41,1406.44,35
18345,8126.75,1591.64,9047.97,553.19,47.65,23.3218,8.439,521.68,1417.51,34
18346,8121.04,1593.26,9051.85,553.77,47.48,23.2137,8.4522,521.58,1410.16,33
18347,8132.55,1597.06,9053.83,553.14,47.54,23.3402,8.4617,521.5,1411.62,32
18348,8131.69,1592.91,9051.17,552.79,47.51,23.203,8.4221,520.84,1411.66,31
18349,8129.72,1593.37,9043.21,552.21,47.8,23.2979,8.4538,520.84,1411.91,30
18350,8129.92,1588.73,9048.11,552.48,47.66,23.1758,8.4446,521.23,1411.49,29
18351,8125.22,1592.31,9044.67,552.61,47.65,23.1828,8.4516,521.41,1410.46,28
18352,8122.81,1589.29,9053.16,553.45,47.7,23.2754,8.4608,521.52,1411.92,27
18353,8125.37,1591.68,9049.49,552.6,47.72,23.2754,8.4913,520.4,1410.35,26
18354,8124.69,1589.55,9044.15,552.07,47.78,23.3033,8.5086,520.56,1414.24,25
18355,8122.64,1591.33,9045.56,552.59,47.89,23.1657,8.4506,521.13,1415.28,24
18356,8124.27,1592.49,9044.29,552.8,47.81,23.2359,8.4329,521.35,1415.12,23
18357,8127.13,1598.45,9047.8,553.0,47.75,23.1293,8.4751,520.44,1408.18,22
18358,8124.93,1599.03,9046.04,551.96,47.72,23.2031,8.4902,520.55,1408.64,21
18359,8122.43,1596.94,9051.81,552.4,47.93,23.1819,8.52,520.53,1416.61,20
18360,8120.88,1596.82,9051.61,552.47,47.74,23.2876,8.4828,520.71,1421.16,19
18361,8117.47,1593.41,9050.05,552.26,47.94,23.2477,8.5022,520.19,1420.16,18
18362,8115.81,1598.25,9044.15,552.18,47.71,23.2155,8.4928,520.6,1416.45,17
18363,8118.03,1594.14,9045.81,552.33,47.82,23.1419,8.4638,520.5,1413.53,16
18364,8121.7,1591.83,9044.32,552.2,47.96,23.0225,8.474,520.45,1422.74,15
18365,8115.52,1596.24,9045.94,552.91,47.89,23.0919,8.4654,520.55,1416.95,14
18366,8120.13,1594.18,9042.52,551.64,48.05,23.2223,8.479,520.67,1417.43,13
18367,8113.21,1601.23,9039.18,551.58,48.03,23.1361,8.4693,520.13,1422.81,12
18368,8117.63,1597.86,9038.96,551.8,47.88,23.1976,8.4907,520.24,1421.25,11
18369,8121.79,1592.96,9039.33,552.22,47.93,23.1841,8.4807,520.2,1413.4,10
18370,8116.91,1598.26,9040.38,552.2,47.94,23.0567,8.4987,520.41,1419.19,9
18371,8116.64,1601.97,9041.72,552.49,48.06,23.1561,8.5034,519.87,1419.16,8
18372,8117.75,1599.66,9035.42,551.76,48.02,23.142,8.4767,519.72,1419.91,7
18373,8112.84,1595.13,9036.56,551.9,48.05,23.1667,8.5025,520.3,1421.9,6
18374,8115.22,1596.89,9038.68,550.95,48.02,23.1019,8.5015,520.32,1425.79,5
18375,8104.46,1600.75,9037.76,551.07,48.11,23.1885,8.4861,519.95,1420.57,4
18376,8106.06,1594.85,9035.23,550.62,47.8,23.0981,8.4937,520.31,1426.44,3
18377,8113.55,1602.68,9033.32,551.75,48.09,23.0969,8.5124,519.35,1422.35,2
18378,8113.53,1609.33,9041.11,551.24,48.26,22.9678,8.549,519.73,1429.5,1
18379,8110.86,1598.79,9032.34,550.77,48.4,23.0727,8.5637,519.31,1434.02,0
18380,8134.25,1587.82,9054.59,554.53,47.69,23.286,8.4351,521.44,1411.03,134
18381,8131.08,1584.56,9057.63,552.66,47.62,23.3206,8.4032,521.16,1405.48,133
18382,8134.12,1593.05,9059.8,553.16,47.49,23.2637,8.4361,521.41,1409.55,132
18383,8127.29,1594.84,9051.02,553.26,47.48,23.3402,8.4591,521.3,1409.82,131
18384,8132.13,1593.76,9053.33,553.24,47.49,23.3241,8.4754,521.45,1406.69,130
18385,8130.9,1596.45,9059.51,553.08,47.54,23.2511,8.4826,521.01,1411.41,129
18386,8133.98,1598.93,9052.34,553.63,47.73,23.1675,8.399,521.27,1408.83,128
18387,8133.22,1581.73,9049.53,552.44,47.54,23.1458,8.475,521.14,1411.72,127
18388,8131.17,1591.98,9053.45,553.25,47.64,23.3196,8.4435,521.17,1406.03,126
18389,8135.05,1590.23,9048.85,553.24,47.48,23.3196,8.4314,520.9,1414.98,125
18390,8129.25,1589.89,9051.03,553.03,47.73,23.3387,8.4746,520.28,1411.35,124
18391,8132.36,1586.86,9052.73,553.24,47.45,23.2171,8.4439,520.99,1406.29,123
18392,8133.86,1592.2,9048.84,552.88,47.67,23.3127,8.4425,521.64,1409.2,122
18393,8137.89,1587.13,9066.17,553.61,47.68,23.3108,8.4199,521.56,1407.79,121
18394,8126.08,1585.14,9047.24,553.69,47.81,23.2275,8.4091,521.34,1410.76,120
18395,8140.18,1589.4,9062.06,553.05,47.75,23.262,8.4486,521.4,1409.89,119
18396,8135.23,1587.21,9053.43,553.3,47.7,23.2908,8.481,521.39,1417.97,118
18397,8135.65,1589.71,9055.03,553.72,47.57,23.2728,8.4273,521.14,1407.15,117
18398,8130.84,1591.9,9049.94,553.59,47.64,23.2838,8.4309,521.15,1411.79,116
18399,8135.67,1594.39,9056.65,552.95,47.59,23.3087,8.4562,520.85,1404.18,115
18400,8134.35,1589.23,9056.26,552.99,47.57,23.2869,8.4249,521.05,1410.08,114
18401,8133.52,1597.86,9048.12,553.43,47.72,23.268,8.4357,520.86,1412.68,113
18402,8140.33,1598.96,9056.99,552.27,47.58,23.279,8.4753,521.54,1401.96,112
18403,8136.42,1593.37,9059.5,552.56,47.57,23.3446,8.4427,521.17,1418.55,111
18404,8135.13,1589.91,9054.01,553.17,47.47,23.2233,8.4806,521.58,1415.18,110
18405,8133.55,1594.66,9059.95,552.57,47.69,23.2179,8.5015,521.21,1411.07,109
18406,8133.62,1585.92,9054.77,552.75,47.57,23.2012,8.4622,521.63,1409.74,108
18407,8129.48,1595.63,9054.88,553.07,47.62,23.3562,8.4117,521.17,1408.2,107
18408,8136.33,1597.33,9052.51,552.73,47.65,23.3409,8.42,521.18,1416.34,106
18409,8132.32,1594.94,9044.73,552.63,47.76,23.3011,8.4689,521.35,1411.04,105
18410,8134.37,1582.25,9056.38,553.08,47.64,23.2428,8.4659,521.13,1411.22,104
18411,8129.68,1595.51,9051.55,552.39,47.63,23.3462,8.4983,521.32,1415.85,103
18412,8137.0,1594.07,9054.22,553.11,47.66,23.2809,8.4534,521.19,1412.48,102
18413,8132.31,1584.26,9053.41,552.9,47.64,23.2882,8.466,520.74,1407.43,101
18414,8133.62,1591.82,9053.01,552.67,47.69,23.225,8.4763,521.35,1411.63,100
18415,8129.35,1595.3,9050.42,553.49,47.53,23.3079,8.4646,521.69,1409.01,99
18416,8133.51,1589.87,9054.34,552.36,47.61,23.2306,8.4764,521.31,1411.27,98
18417,8135.5,1584.63,9050.58,552.82,47.75,23.2898,8.4485,521.77,1416.45,97
18418,8132.3,1591.45,9050.17,553.77,47.78,23.2113,8.4393,521.16,1415.49,96
18419,8129.67,1588.14,9051.04,552.34,47.61,23.2626,8.4725,521.15,1412.1,95
18420,8137.54,1585.25,9052.66,552.55,47.49,23.2229,8.4214,521.06,1411.17,94
18421,8134.39,1598.44,9061.63,553.42,47.75,23.4344,8.5081,520.92,1410.54,93
18422,8132.27,1593.71,9051.9,552.62,47.6,23.2403,8.4885,521.3,1411.55,92
18423,8135.12,1588.1,9055.76,552.88,47.51,23.1009,8.4703,521.19,1407.6,91
18424,8135.23,1593.88,9049.33,553.11,47.77,23.2155,8.4625,521.12,1409.09,90
18425,8138.45,1590.17,9050.7,553.43,47.85,23.311,8.446,521.07,1410.16,89
18426,8134.81,1592.53,9053.53,553.38,47.61,23.1781,8.4477,520.62,1415.67,88
18427,8130.97,1591.87,9052.57,553.61,47.64,23.2761,8.4663,521.37,1411.17,87
18428,8135.86,1589.87,9057.42,552.67,47.72,23.1934,8.4821,521.77,1416.56,86
18429,8133.32,1582.51,9064.04,553.41,47.61,23.291,8.4802,520.88,1417.34,85
18430,8133.07,1586.36,9053.75,552.98,47.41,23.3027,8.4525,521.2,1415.3,84
18431,8132.17,1598.85,9055.38,553.01,47.6,23.1935,8.4783,521.11,1409.98,83
18432,8131.21,1591.11,9058.15,552.41,47.6,23.2,8.4704,520.95,1416.16,82
18433,8135.31,1600.07,9056.23,552.24,47.72,23.2717,8.455,521.47,1413.31,81
18434,8131.59,1599.84,9052.13,552.73,47.73,23.2474,8.4578,521.26,1420.09,80
18435,8127.42,1591.77,9061.99,553.21,47.71,23.2568,8.4726,520.8,1416.55,79
18436,8136.34,1590.01,9055.54,553.23,47.77,23.3479,8.4328,521.09,1415.11,78
18437,8132.96,1598.28,9052.08,552.78,47.79,23.235,8.4554,520.42,1410.09,77
18438,8132.28,1592.24,9060.1,552.99,47.84,23.2564,8.4656,520.67,1417.65,76
18439,8131.12,1589.47,9062.44,552.77,47.59,23.2335,8.4563,520.66,1412.12,75
18440,8125.59,1599.01,9053.09,553.25,47.68,23.1953,8.4651,520.83,1413.74,74
18441,8130.94,1594.06,9055.17,553.35,47.61,23.3406,8.4646,521.25,1411.01,73
18442,8127.6,1600.27,9047.04,553.32,47.61,23.2541,8.4474,521.04,1412.42,72
18443,8132.92,1594.07,9056.69,552.96,47.65,23.1934,8.4659,521.52,1415.97,71
18444,8133.37,1590.27,9060.66,552.67,47.67,23.3457,8.4475,520.8,1420.12,70
18445,8130.81,1591.49,9052.05,553.19,47.61,23.1632,8.4437,520.92,1413.08,69
18446,8135.39,1592.06,9054.44,552.15,47.69,23.2551,8.4275,521.0,1418.3,68
18447,8135.25,1590.43,9056.6,552.28,47.68,23.2834,8.4562,521.23,1413.96,67
18448,8129.55,1587.61,9053.58,552.9,47.79,23.1435,8.4491,520.9,1412.75,66
18449,8126.24,1586.98,9054.98,552.22,47.71,23.1641,8.4511,521.21,1415.21,65
18450,8127.32,1592.76,9059.23,552.53,47.89,23.2626,8.4227,521.16,1412.34,64
18451,8130.27,1594.34,9057.48,552.89,47.43,23.2917,8.4537,521.2,1412.89,63
18452,8134.19,1601.27,9053.01,553.02,47.56,23.1809,8.4536,520.94,1416.51,62
18453,8128.55,1587.65,9050.07,553.38,47.81,23.1929,8.4679,520.82,1410.43,61
18454,8130.07,1596.54,9051.0,552.04,47.71,23.1842,8.4411,520.44,1419.39,60
18455,8136.48,1594.54,9052.88,552.25,47.62,23.2067,8.4625,520.65,1411.68,59
18456,8136.23,1597.57,9056.76,553.38,47.72,23.3237,8.4435,520.85,1416.33,58
18457,8130.09,1594.09,9048.61,552.19,47.88,23.1995,8.4615,520.88,1419.84,57
18458,8125.72,1593.69,9048.52,552.6,47.56,23.273,8.4818,520.75,1416.28,56
18459,8127.33,1588.82,9056.12,552.35,47.7,23.2252,8.4838,520.71,1414.96,55
18460,8130.21,1594.2,9053.85,552.75,47.77,23.2453,8.4818,521.02,1412.47,54
18461,8127.63,1592.77,9050.65,552.74,47.73,23.2831,8.46,521.14,1414.51,53
18462,8129.06,1596.31,9050.9,553.15,47.95,23.2865,8.4416,520.6,1416.2,52
18463,8130.13,1596.61,9053.3,552.52,47.74,23.1409,8.4859,521.0,1414.22,51
18464,8130.34,1604.36,9051.69,552.77,47.55,23.2339,8.5015,520.41,1421.05,50
18465,8126.69,1596.16,9055.49,553.2,47.89,23.1913,8.4644,520.85,1414.52,49
18466,8132.38,1595.48,9050.07,553.04,47.85,23.249,8.4868,520.96,1417.57,48
18467,8123.57,1597.89,9052.22,552.63,47.86,23.1541,8.487,520.85,1419.12,47
18468,8128.26,1598.55,9052.6,553.11,47.88,23.2138,8.4622,520.86,1417.24,46
18469,8134.14,1591.35,9048.74,553.25,47.8,23.2659,8.4358,520.67,1415.55,45
18470,8129.87,1592.89,9051.18,553.2,47.54,23.2614,8.474,520.65,1420.89,44
18471,8127.71,1598.82,9051.56,551.64,47.76,23.2173,8.4523,520.52,1413.01,43
18472,8133.36,1603.53,9055.78,552.18,47.76,23.1897,8.4786,520.34,1421.98,42
18473,8130.66,1594.6,9057.43,552.53,47.7,23.1388,8.5009,520.43,1419.99,41
18474,8132.65,1591.86,9049.89,552.58,47.91,23.1684,8.4859,520.71,1421.47,40
18475,8125.92,1594.8,9053.62,552.18,47.62,23.2171,8.4863,520.78,1417.81,39
18476,8133.38,1593.93,9049.73,552.53,47.73,23.1952,8.4733,520.65,1414.77,38
18477,8132.48,1594.3,9062.29,552.56,47.74,23.3157,8.4998,521.24,1417.63,37
18478,8126.39,1593.78,9061.19,552.11,47.9,23.1203,8.4945,520.6,1419.08,36
18479,8128.5,1599.1,9048.48,551.7,47.81,23.2193,8.4524,520.83,1426.6,35
18480,8130.88,1591.63,9059.02,552.43,47.85,23.2111,8.4717,520.62,1430.17,34
18481,8125.22,1591.51,9052.73,552.64,47.82,23.2435,8.4788,520.01,1414.5,33
18482,8120.76,1595.52,9047.42,552.78,47.73,23.2234,8.4557,520.91,1416.64,32
18483,8130.18,1595.38,9054.68,551.77,47.81,23.1504,8.5082,520.62,1415.48,31
18484,8133.12,1589.57,9047.8,552.09,47.89,23.2909,8.4935,520.96,1421.02,30
18485,8131.43,1598.4,9044.05,552.16,48.06,23.1846,8.4862,520.88,1422.37,29
18486,8127.07,1591.91,9049.04,552.72,47.91,23.2097,8.4751,520.66,1422.7,28
18487,8129.79,1596.51,9043.42,552.22,47.82,23.1763,8.4687,520.53,1422.55,27
18488,8125.03,1608.82,9050.59,552.11,47.88,23.1979,8.5344,520.67,1426.58,26
18489,8126.09,1594.73,9048.06,552.4,48.09,23.2487,8.4785,520.88,1417.25,25
18490,8126.13,1601.69,9053.36,552.44,48.12,23.1158,8.4858,520.08,1420.46,24
18491,8125.08,1597.42,9052.59,552.43,48.06,23.1861,8.483,520.25,1424.38,23
18492,8123.2,1599.3,9050.38,552.18,47.94,23.1574,8.4953,520.08,1429.21,22
18493,8127.36,1602.79,9049.92,552.34,47.93,23.1449,8.4927,520.32,1427.84,21
18494,8124.42,1595.55,9049.35,552.32,47.76,23.0841,8.4754,520.22,1411.61,20
18495,8127.9,1592.38,9046.36,551.9,48.08,23.1606,8.4853,520.11,1423.9,19
18496,8126.09,1591.23,9056.27,552.36,48.02,23.2132,8.5093,520.08,1412.51,18
18497,8127.17,1597.95,9051.86,551.87,47.93,23.0815,8.5124,520.08,1420.95,17
18498,8118.98,1602.48,9051.96,551.95,48.06,23.1695,8.4977,520.02,1423.44,16
18499,8127.59,1596.25,9043.51,552.11,47.97,23.1574,8.4997,520.34,1428.11,15
18500,8125.93,1601.18,9049.7,551.92,47.99,23.1475,8.4902,520.02,1428.75,14
18501,8123.45,1596.68,9045.06,552.14,48.2,23.1325,8.4916,520.06,1422.19,13
18502,8121.59,1601.83,9047.07,552.01,47.99,23.0859,8.5159,520.0,1420.64,12
18503,8121.79,1602.86,9046.5,551.24,48.02,23.1497,8.5001,519.69,1429.54,11
18504,8122.34,1605.14,9046.49,551.89,48.08,23.19,8.49,520.23,1428.12,10
18505,8117.73,1602.65,9041.59,552.02,48.16,23.0733,8.5671,519.31,1428.66,9
18506,8124.02,1601.57,9043.45,551.63,48.27,23.1853,8.5014,519.55,1430.48,8
18507,8120.06,1599.36,9053.09,551.05,48.21,23.0415,8.5026,519.74,1427.58,7
18508,8117.39,1600.3,9047.56,551.57,48.01,23.1987,8.5203,519.66,1427.05,6
18509,8122.93,1598.99,9052.03,551.17,48.17,23.0905,8.5133,519.8,1420.74,5
18510,8119.61,1600.49,9045.2,552.08,48.24,23.1238,8.5282,519.76,1427.11,4
18511,8120.68,1596.94,9041.93,550.52,48.02,23.0055,8.5323,519.76,1428.41,3
18512,8120.11,1602.83,9049.93,550.6,48.07,23.0042,8.5183,519.35,1426.55,2
18513,8119.01,1606.4,9052.04,551.13,48.2,23.0107,8.5215,519.43,1430.92,1
18514,8115.44,1607.23,9047.27,550.69,48.31,23.0902,8.5228,519.06,1432.29,0
18515,8136.55,1591.86,9057.74,553.48,47.44,23.4047,8.3948,521.81,1401.89,340
18516,8135.54,1574.26,9052.5,553.95,47.35,23.3022,8.3753,521.46,1394.91,339
18517,8137.39,1587.48,9054.54,554.54,47.3,23.3307,8.3695,522.72,1408.34,338
18518,8135.96,1579.68,9052.43,554.19,47.46,23.4558,8.4237,521.8,1406.09,337
18519,8138.76,1583.83,9057.69,554.65,47.5,23.2863,8.4283,522.47,1406.2,336
18520,8132.81,1586.57,9055.37,554.01,47.32,23.4858,8.3991,521.83,1410.85,335
18521,8132.69,1586.81,9054.37,554.69,47.39,23.3233,8.4068,521.46,1402.28,334
18522,8136.02,1589.95,9056.13,554.52,47.31,23.3773,8.4451,522.43,1399.74,333
18523,8141.35,1587.89,9059.93,554.09,47.23,23.4278,8.4149,522.2,1401.61,332
18524,8139.29,1583.57,9049.06,554.55,47.16,23.4279,8.4174,522.06,1405.64,331
18525,8137.74,1588.19,9057.85,553.73,47.24,23.357,8.4027,521.91,1401.86,330
18526,8139.02,1582.46,9059.18,553.86,47.41,23.2859,8.4135,522.27,1403.46,329
18527,8138.59,1586.12,9058.62,553.47,47.45,23.3892,8.4141,521.75,1401.89,328
18528,8134.96,1583.3,9058.8,554.48,47.36,23.4336,8.4563,522.04,1404.06,327
18529,8139.18,1583.04,9049.89,554.67,47.41,23.4128,8.4059,522.2,1406.82,326
18530,8132.58,1581.02,9051.78,554.46,47.26,23.2979,8.4214,522.05,1404.36,325
18531,8139.26,1583.97,9051.95,554.32,47.18,23.3179,8.4102,521.74,1402.97,324
18532,8139.54,1587.47,9047.66,553.47,47.31,23.3386,8.4357,522.37,1404.64,323
18533,8133.07,1581.12,9053.33,554.59,47.29,23.3678,8.3907,522.33,1396.34,322
18534,8141.9,1587.57,9051.59,553.98,47.3,23.4178,8.4245,522.28,1406.74,321
18535,8137.01,1591.17,9048.04,554.35,47.44,23.3464,8.4352,521.62,1402.92,320
18536,8132.3,1593.1,9054.72,553.28,47.23,23.2988,8.393,521.95,1399.67,319
18537,8137.73,1585.85,9055.89,553.75,47.35,23.4195,8.4139,521.51,1403.87,318
18538,8136.14,1594.5,9049.57,553.81,47.31,23.4684,8.4117,522.03,1401.45,317
18539,8136.66,1588.83,9055.63,554.15,47.4,23.4189,8.408,521.93,1405.56,316
18540,8139.05,1583.53,9055.47,554.18,46.99,23.3657,8.3621,522.37,1409.94,315
18541,8131.38,1578.47,9057.92,553.99,47.34,23.3295,8.4346,522.17,1409.17,314
18542,8132.54,1589.61,9049.96,554.7,47.45,23.4373,8.3962,521.85,1406.98,313
18543,8137.51,1587.3,9049.14,554.36,47.24,23.4096,8.4046,522.3,1398.55,312
18544,8137.18,1585.87,9059.54,553.76,47.36,23.4305,8.3755,522.18,1400.49,311
18545,8135.67,1590.49,9055.97,553.52,47.38,23.3824,8.4032,521.51,1401.56,310
18546,8135.78,1593.82,9056.9,554.18,47.35,23.2434,8.3967,522.24,1400.43,309
18547,8135.9,1575.52,9053.77,553.67,47.37,23.4074,8.4298,522.2,1405.36,308
18548,8132.62,1587.08,9062.59,554.39,47.35,23.3163,8.4067,522.11,1404.28,307
18549,8134.38,1583.79,9055.07,553.55,47.06,23.3444,8.4097,521.79,1404.96,306
18550,8139.97,1588.96,9054.76,554.43,47.47,23.4078,8.4258,521.97,1398.75,305
18551,8136.78,1592.49,9053.59,554.41,47.35,23.3089,8.4267,522.08,1406.02,304
18552,8137.15,1585.66,9049.55,553.68,47.41,23.3347,8.4209,522.04,1403.44,303
18553,8135.98,1584.65,9051.49,553.86,47.46,23.407,8.4379,521.94,1405.68,302
18554,8135.3,1587.86,9049.61,553.81,47.36,23.4313,8.4058,521.98,1407.95,301
18555,8132.62,1579.04,9055.54,553.11,47.15,23.3017,8.4038,522.48,1400.26,300
18556,8130.79,1589.37,9053.85,553.47,47.42,23.4293,8.4162,522.17,1396.71,299
18557,8131.47,1589.07,9053.58,554.16,47.26,23.447,8.4391,521.67,1408.18,298
18558,8135.36,1583.66,9054.16,553.99,47.19,23.3891,8.4193,522.23,1401.7,297
18559,8138.68,1582.95,9058.77,553.73,47.37,23.4192,8.3974,523.0,1405.86,296
18560,8138.18,1580.43,9055.19,553.53,47.5,23.387,8.4035,522.07,1399.62,295
18561,8135.48,1586.89,9051.35,553.81,47.36,23.3957,8.4298,521.78,1405.3,294
18562,8134.91,1583.9,9058.41,554.6,47.21,23.2036,8.4085,522.03,1409.98,293
18563,8138.3,1588.85,9057.85,553.98,47.48,23.381,8.4058,522.2,1406.93,292
18564,8143.99,1582.99,9050.1,554.65,47.39,23.3867,8.3974,521.95,1398.75,291
18565,8133.09,1592.05,9053.92,554.01,47.35,23.2955,8.4238,521.32,1402.54,290
18566,8137.41,1581.25,9054.43,553.07,47.37,23.306,8.4181,521.8,1396.02,289
18567,8139.97,1580.12,9064.13,554.03,47.49,23.212,8.4115,521.99,1402.29,288
18568,8135.67,1579.56,9050.21,553.76,47.26,23.4938,8.413,521.65,1403.6,287
18569,8134.95,1582.76,9049.52,553.89,47.28,23.3001,8.4207,522.13,1403.66,286
18570,8137.26,1588.71,9058.88,554.57,47.37,23.3552,8.3989,521.86,1399.05,285
18571,8131.83,1579.35,9059.75,553.21,47.38,23.4467,8.4033,521.88,1402.84,284
18572,8142.48,1587.71,9050.38,554.3,47.33,23.3011,8.3951,522.22,1401.77,283
18573,8138.02,1584.59,9059.23,554.27,47.54,23.2625,8.4044,521.56,1403.56,282
18574,8131.35,1589.3,9053.2,554.25,47.42,23.3751,8.3931,521.2,1403.47,281
18575,8143.92,1584.43,9057.55,553.48,47.23,23.3088,8.4528,522.25,1400.86,280
18576,8138.89,1585.2,9058.23,554.32,47.24,23.3701,8.4263,521.97,1399.36,279
18577,8137.77,1586.63,9056.08,553.52,47.2,23.2848,8.407,521.91,1401.87,278
18578,8137.0,1588.9,9053.15,554.01,47.48,23.3307,8.4055,521.91,1408.18,277
18579,8135.35,1593.98,9049.29,554.57,47.49,23.342,8.4265,521.85,1395.89,276
18580,8134.31,1590.6,9056.12,553.92,47.16,23.2726,8.4116,521.87,1404.1,275
18581,8139.02,1586.0,9057.15,554.57,47.36,23.5021,8.4431,522.33,1402.49,274
18582,8136.79,1583.46,9056.37,553.96,47.2,23.3185,8.427,521.75,1399.45,273
18583,8137.49,1580.12,9057.18,553.87,47.36,23.4044,8.4605,522.21,1396.33,272
18584,8146.14,1593.82,9050.86,553.6,47.24,23.3203,8.4054,522.28,1398.82,271
18585,8136.0,1579.73,9057.23,553.7,47.28,23.3491,8.4169,521.96,1406.31,270
18586,8133.52,1587.8,9049.63,554.34,47.39,23.3373,8.3925,521.64,1399.5,269
18587,8135.35,1586.93,9055.69,554.58,47.53,23.4417,8.4128,521.85,1408.25,268
18588,8142.46,1577.89,9057.11,553.68,47.34,23.4006,8.3784,522.15,1403.31,267
18589,8139.44,1585.31,9055.06,554.53,47.21,23.4145,8.3833,521.97,1400.12,266
18590,8136.58,1592.59,9055.12,553.26,47.29,23.4256,8.4272,522.05,1407.18,265
18591,8133.85,1585.48,9062.87,554.3,47.25,23.353,8.4205,521.69,1407.09,264
18592,8141.76,1583.33,9054.79,554.07,47.38,23.3582,8.401,522.4,1394.65,263
18593,8136.59,1584.84,9060.37,553.61,47.3,23.2607,8.4521,522.36,1398.13,262
18594,8140.23,1592.92,9058.89,554.17,47.34,23.3131,8.4061,522.03,1409.29,261
18595,8140.9,1592.38,9049.98,554.02,47.43,23.3495,8.446,522.57,1397.46,260
